date,foreign,institution,individual,pension,trust,close
2023-01-31,-473355.0,155987.0,307562.0,2149.0,-101995.0,2425.08
2023-02-01,198274.0,-194934.0,-18286.0,-78398.0,-3521.0,2449.8
2023-02-02,555100.0,-277565.0,-354989.0,-75852.0,-18379.0,2468.88
2023-02-03,586686.0,-194097.0,-416284.0,-44472.0,-55521.0,2480.4
2023-02-06,-310182.0,-506556.0,790364.0,59431.0,1293.0,2438.19
2023-02-07,-55328.0,-278770.0,326750.0,-3976.0,-24874.0,2451.71
2023-02-08,579493.0,3996.0,-563987.0,-26298.0,30062.0,2483.64
2023-02-09,150225.0,-386298.0,214838.0,-10217.0,12472.0,2481.52
2023-02-10,51937.0,-626916.0,554866.0,22681.0,-18575.0,2469.73
2023-02-13,69358.0,-411777.0,342549.0,3545.0,-91063.0,2452.7
2023-02-14,61185.0,301792.0,-385453.0,42075.0,11472.0,2465.64
2023-02-15,-265749.0,-778198.0,1016278.0,-55447.0,-61306.0,2427.9
2023-02-16,63691.0,848484.0,-936636.0,23358.0,32368.0,2475.48
2023-02-17,120610.0,-383364.0,223143.0,390.0,-15842.0,2451.21
2023-02-20,-311963.0,172813.0,93391.0,14405.0,-23687.0,2455.12
2023-02-21,20549.0,-93937.0,33458.0,36827.0,32072.0,2458.96
2023-02-22,-191203.0,-686572.0,885620.0,-43149.0,-38576.0,2417.68
2023-02-23,9076.0,300358.0,-331743.0,-6742.0,22018.0,2439.09
2023-02-24,-298657.0,-95743.0,359831.0,-5704.0,-2252.0,2423.61
2023-02-27,-321694.0,-419993.0,675725.0,13165.0,24596.0,2402.64
2023-02-28,-288583.0,410444.0,-145287.0,43698.0,69060.0,2412.85
2023-03-02,534022.0,-90258.0,-404297.0,5099.0,59054.0,2427.85
2023-03-03,-90071.0,33558.0,21997.0,-22650.0,24450.0,2432.07
2023-03-06,323390.0,458256.0,-787681.0,39342.0,29365.0,2462.62
2023-03-07,334799.0,-134611.0,-216707.0,66727.0,69140.0,2463.35
2023-03-08,64234.0,-951380.0,942829.0,35157.0,-7269.0,2431.91
2023-03-09,-972052.0,579865.0,360806.0,53566.0,66549.0,2419.09
2023-03-10,-325826.0,-237126.0,513208.0,102505.0,41076.0,2394.59
2023-03-13,17923.0,307724.0,-328059.0,92243.0,55898.0,2410.6
2023-03-14,-638411.0,26112.0,564947.0,58013.0,-11180.0,2348.97
2023-03-15,-78135.0,290855.0,-247751.0,23115.0,26516.0,2379.72
2023-03-16,-89488.0,-2099.0,70255.0,71323.0,26445.0,2377.91
2023-03-17,73512.0,81570.0,-174336.0,-20193.0,23926.0,2395.69
2023-03-20,-207710.0,106744.0,90055.0,2406.0,19653.0,2379.2
2023-03-21,-55338.0,114020.0,-83909.0,-2093.0,27179.0,2388.35
2023-03-22,203118.0,142784.0,-347093.0,-10437.0,15849.0,2416.96
2023-03-23,212871.0,214887.0,-412223.0,26266.0,4975.0,2424.48
2023-03-24,128276.0,-215338.0,181710.0,-978.0,37912.0,2414.96
2023-03-27,-94795.0,69706.0,34376.0,-10528.0,-40947.0,2409.22
2023-03-28,-42755.0,323063.0,-279641.0,-18678.0,7869.0,2434.94
2023-03-29,24717.0,328329.0,-333950.0,40872.0,17521.0,2443.92
2023-03-30,263707.0,-428859.0,-111452.0,4931.0,-18747.0,2453.16
2023-03-31,684007.0,36938.0,-721671.0,8115.0,15177.0,2476.86
2023-04-03,-162418.0,-341205.0,486215.0,-14773.0,26774.0,2472.34
2023-04-04,-310846.0,214166.0,80559.0,-69464.0,43037.0,2480.51
2023-04-05,-18579.0,301208.0,-276283.0,-31179.0,25359.0,2495.21
2023-04-06,-487859.0,-498106.0,956128.0,28358.0,-49499.0,2459.23
2023-04-07,693431.0,286289.0,-1016411.0,14709.0,70993.0,2490.41
2023-04-10,729530.0,-28340.0,-673612.0,-14367.0,61962.0,2512.08
2023-04-11,183486.0,294828.0,-491615.0,61532.0,-18175.0,2547.86
2023-04-12,233489.0,-146689.0,-108822.0,-20849.0,21658.0,2550.64
2023-04-13,-346388.0,497600.0,-180493.0,-8705.0,71607.0,2561.66
2023-04-14,166951.0,261437.0,-436377.0,73643.0,-61598.0,2571.49
2023-04-17,-13518.0,-323964.0,337784.0,-6907.0,24086.0,2575.91
2023-04-18,391271.0,-710151.0,363454.0,-34261.0,-57339.0,2571.09
2023-04-19,-7225.0,44820.0,-38497.0,46123.0,-10176.0,2575.08
2023-04-20,156731.0,-75825.0,-87475.0,-44472.0,-44166.0,2563.11
2023-04-21,280084.0,-84068.0,-194902.0,-40182.0,-164738.0,2544.4
2023-04-24,-36764.0,104336.0,-82805.0,-38771.0,-76727.0,2523.5
2023-04-25,8623.0,59.0,-2256.0,24363.0,-83562.0,2489.02
2023-04-26,-91398.0,-154962.0,221877.0,15338.0,-47539.0,2484.83
2023-04-27,282606.0,-485107.0,186821.0,32396.0,24806.0,2495.81
2023-04-28,300457.0,-355056.0,136008.0,-20026.0,9575.0,2501.53
2023-05-02,342134.0,228515.0,-554470.0,20220.0,1195.0,2524.39
2023-05-03,-90570.0,-263297.0,348478.0,-19958.0,-24640.0,2501.4
2023-05-04,40600.0,-269389.0,226687.0,-63700.0,7450.0,2500.94
2023-05-08,250444.0,449450.0,-698090.0,-112003.0,35559.0,2513.21
2023-05-09,115887.0,63626.0,-177407.0,28258.0,7425.0,2510.06
2023-05-10,117134.0,-111132.0,5926.0,-61462.0,-4684.0,2496.51
2023-05-11,-29.0,84779.0,-84921.0,17623.0,26152.0,2491.0
2023-05-12,-247855.0,-106637.0,357670.0,-34.0,-13549.0,2475.42
2023-05-15,-52580.0,144902.0,-102939.0,48067.0,4992.0,2479.35
2023-05-16,228503.0,-57492.0,-128121.0,903.0,-1689.0,2480.24
2023-05-17,164823.0,157436.0,-331834.0,57824.0,36099.0,2494.66
2023-05-18,536054.0,-81706.0,-446636.0,10271.0,17219.0,2515.4
2023-05-19,554871.0,558189.0,-1100768.0,-115962.0,16815.0,2537.79
2023-05-22,295796.0,533043.0,-787876.0,17149.0,-8779.0,2557.08
2023-05-23,-53941.0,399381.0,-338430.0,45130.0,-16821.0,2567.55
2023-05-24,46037.0,-185400.0,133129.0,39269.0,-32629.0,2567.45
2023-05-25,226147.0,-614521.0,383223.0,-83975.0,-12419.0,2554.69
2023-05-26,910267.0,-506192.0,-413073.0,-103227.0,-35711.0,2558.81
2023-05-30,672504.0,-112615.0,-542081.0,-23858.0,-70408.0,2585.52
2023-05-31,220188.0,-287215.0,46670.0,-74440.0,-37316.0,2577.12
2023-06-01,1283.0,-384708.0,358317.0,-89827.0,-64976.0,2569.17
2023-06-02,379824.0,199982.0,-576200.0,-41529.0,50571.0,2601.36
2023-06-05,-22959.0,452842.0,-434543.0,32892.0,39624.0,2615.41
2023-06-07,-42719.0,348798.0,-295047.0,-27171.0,-5509.0,2615.6
2023-06-08,-383311.0,318582.0,66436.0,22177.0,31206.0,2610.85
2023-06-09,476063.0,366456.0,-824045.0,-2907.0,94071.0,2641.16
2023-06-12,-339983.0,-14936.0,345883.0,-153735.0,-24321.0,2629.35
2023-06-13,137016.0,133805.0,-249135.0,-230651.0,-10780.0,2637.95
2023-06-14,112646.0,-128394.0,39312.0,-167942.0,27832.0,2619.08
2023-06-15,-62025.0,-190530.0,237052.0,-209919.0,-16652.0,2608.54
2023-06-16,429120.0,-214445.0,-208730.0,-107998.0,6384.0,2625.79
2023-06-19,-360296.0,-77327.0,430091.0,-196699.0,-23909.0,2609.5
2023-06-20,-279620.0,-134812.0,408336.0,-92494.0,-12371.0,2604.91
2023-06-21,-196956.0,-133257.0,620754.0,-96730.0,-21983.0,2582.63
2023-06-22,-109506.0,214064.0,-105564.0,140391.0,13417.0,2593.7
2023-06-23,-184364.0,-444658.0,596228.0,-14954.0,-26958.0,2570.1
2023-06-26,12482.0,229843.0,-224709.0,-20915.0,-16122.0,2582.2
2023-06-27,-102789.0,16062.0,58702.0,118451.0,10905.0,2581.39
2023-06-28,-392967.0,58792.0,301984.0,10069.0,-8638.0,2564.19
2023-06-29,57677.0,-179116.0,130634.0,24163.0,16699.0,2550.02
2023-06-30,-175117.0,229990.0,-70154.0,48310.0,10497.0,2564.28
2023-07-03,-14840.0,771128.0,-750265.0,-217870.0,64401.0,2602.47
2023-07-04,-58185.0,-298332.0,294231.0,-269800.0,-1532.0,2593.31
2023-07-05,256919.0,-614309.0,321347.0,-56753.0,3463.0,2579.0
2023-07-06,-166372.0,-421569.0,551302.0,242707.0,-54386.0,2556.29
2023-07-07,-41420.0,-765050.0,766216.0,16867.0,-189686.0,2526.71
2023-07-10,-153380.0,-190080.0,311354.0,15771.0,29933.0,2520.7
2023-07-11,263320.0,166389.0,-428291.0,69081.0,18476.0,2562.49
2023-07-12,217025.0,28440.0,-266963.0,29430.0,40969.0,2574.72
2023-07-13,212104.0,507853.0,-718960.0,-52237.0,130701.0,2591.23
2023-07-14,614441.0,775689.0,-1328959.0,50472.0,14594.0,2628.3
2023-07-17,-168386.0,-231309.0,425785.0,-132453.0,-58337.0,2619.0
2023-07-18,-156085.0,-331511.0,477340.0,-2607.0,-27828.0,2607.62
2023-07-19,-47425.0,-325666.0,366842.0,48754.0,-31644.0,2608.24
2023-07-20,165233.0,-316434.0,150395.0,44303.0,-19657.0,2600.23
2023-07-21,-289156.0,15354.0,281209.0,-7714.0,-7850.0,2609.76
2023-07-24,-171295.0,-304634.0,471805.0,-37238.0,1893.0,2628.53
2023-07-25,-1363064.0,-68911.0,1376328.0,-39124.0,-99706.0,2636.46
2023-07-26,-946471.0,-65982.0,993208.0,-18027.0,-131621.0,2592.36
2023-07-27,80309.0,435056.0,-507095.0,-68440.0,-38620.0,2603.81
2023-07-28,63789.0,-456469.0,392138.0,-84250.0,-31610.0,2608.32
2023-07-31,-290735.0,-92093.0,343954.0,-37729.0,-5869.0,2632.58
2023-08-01,191862.0,333204.0,-550876.0,-40045.0,67500.0,2667.07
2023-08-02,-67563.0,-686620.0,773449.0,-56359.0,-98656.0,2616.47
2023-08-03,-149177.0,-665854.0,809583.0,-156511.0,-2611.0,2605.39
2023-08-04,-242271.0,-235245.0,474883.0,-99918.0,29789.0,2602.8
2023-08-07,283023.0,-328566.0,28117.0,-111209.0,-27170.0,2580.71
2023-08-08,-139653.0,-439720.0,556909.0,-126544.0,-25243.0,2573.98
2023-08-09,364058.0,-294277.0,-87610.0,-26624.0,-64682.0,2605.12
2023-08-10,-232402.0,-90686.0,260033.0,-57959.0,-47709.0,2601.56
2023-08-11,-191160.0,-6224.0,182927.0,-61792.0,52357.0,2591.26
2023-08-14,-118413.0,-332780.0,427697.0,-34198.0,-2502.0,2570.87
2023-08-16,-3300.0,-358187.0,322452.0,18237.0,-101930.0,2525.64
2023-08-17,2270.0,-97831.0,86130.0,-21794.0,34867.0,2519.85
2023-08-18,-104698.0,-284310.0,358350.0,-29293.0,-6884.0,2504.5
2023-08-21,-34332.0,26974.0,-11329.0,-23363.0,13797.0,2508.8
2023-08-22,-15769.0,-6078.0,50961.0,-28011.0,33.0,2515.74
2023-08-23,22959.0,-88536.0,80579.0,-51835.0,-63779.0,2505.5
2023-08-24,109503.0,293567.0,-395332.0,47430.0,28620.0,2537.68
2023-08-25,-193183.0,-176229.0,379578.0,28197.0,-19674.0,2519.14
2023-08-28,-24553.0,304779.0,-270880.0,25465.0,80219.0,2543.41
2023-08-29,-161009.0,65346.0,47730.0,21964.0,8276.0,2552.16
2023-08-30,-20881.0,176515.0,-178047.0,1331.0,-11822.0,2561.22
2023-08-31,-213160.0,160701.0,11988.0,-29398.0,-51355.0,2556.27
2023-09-01,368612.0,-218012.0,-176259.0,-90161.0,-32222.0,2563.71
2023-09-04,407163.0,-42666.0,-388235.0,-101864.0,2769.0,2584.55
2023-09-05,161254.0,-150527.0,-40314.0,-67695.0,12307.0,2582.18
2023-09-06,-68939.0,-305686.0,339897.0,-56426.0,923.0,2563.34
2023-09-07,-3548.0,-274956.0,247015.0,-57031.0,-31646.0,2548.26
2023-09-08,-354209.0,108283.0,217048.0,-23746.0,-33739.0,2547.68
2023-09-11,22057.0,34042.0,-75375.0,-27693.0,6428.0,2556.88
2023-09-12,-295172.0,54390.0,219682.0,-20578.0,-43959.0,2536.58
2023-09-13,113191.0,54512.0,-189614.0,-45074.0,16126.0,2534.7
2023-09-14,-519651.0,1223252.0,-710969.0,40530.0,94019.0,2572.89
2023-09-15,47364.0,1067976.0,-1127677.0,-2067.0,38933.0,2601.28
2023-09-18,-375896.0,-14299.0,391467.0,-10653.0,25277.0,2574.72
2023-09-19,2617.0,-384565.0,316482.0,-29168.0,-459.0,2559.21
2023-09-20,-166339.0,51278.0,88930.0,-37567.0,991.0,2559.74
2023-09-21,-66603.0,-722057.0,768094.0,-16542.0,-49559.0,2514.97
2023-09-22,-125285.0,-97904.0,206953.0,-79461.0,3800.0,2508.13
2023-09-25,-133778.0,69946.0,46634.0,-160438.0,-23987.0,2495.76
2023-09-26,-40151.0,-472919.0,494094.0,-38308.0,-15193.0,2462.97
2023-09-27,-27318.0,-78822.0,90144.0,-22780.0,39598.0,2465.07
2023-10-04,-417841.0,-449483.0,832663.0,13924.0,-31507.0,2405.69
2023-10-05,-271088.0,-6013.0,319014.0,68030.0,-1388.0,2403.6
2023-10-06,-325366.0,177110.0,141156.0,2768.0,-11470.0,2408.73
2023-10-10,-208608.0,589805.0,-382070.0,-15339.0,-11464.0,2402.58
2023-10-11,-120881.0,622156.0,-509751.0,61436.0,26282.0,2450.08
2023-10-12,-61800.0,262437.0,-191567.0,58458.0,39078.0,2479.82
2023-10-13,-157158.0,-284439.0,422100.0,13461.0,-44678.0,2456.15
2023-10-16,-210041.0,8681.0,194381.0,8.0,-3896.0,2436.24
2023-10-17,427478.0,-137532.0,-277900.0,-3266.0,6291.0,2460.17
2023-10-18,343409.0,-48175.0,-278575.0,-33367.0,12624.0,2462.6
2023-10-19,-132634.0,-247311.0,388539.0,-25972.0,-18619.0,2415.8
2023-10-20,211864.0,-175846.0,111816.0,-15808.0,-23357.0,2375.0
2023-10-23,-256293.0,70543.0,164611.0,-29640.0,-12535.0,2357.02
2023-10-24,-155202.0,36195.0,71508.0,29204.0,24993.0,2383.51
2023-10-25,-342575.0,-63128.0,361758.0,-40606.0,59667.0,2363.17
2023-10-26,-478928.0,110829.0,322672.0,-1443.0,-42162.0,2299.08
2023-10-27,-379128.0,221216.0,101355.0,55812.0,8393.0,2302.81
2023-10-30,-62610.0,42380.0,-26020.0,11141.0,1396.0,2310.55
2023-10-31,-324184.0,-72069.0,343356.0,-27733.0,-5615.0,2277.99
2023-11-01,-126942.0,463115.0,-378443.0,27148.0,36156.0,2301.56
2023-11-02,139989.0,272657.0,-436485.0,-26208.0,43251.0,2343.12
2023-11-03,134844.0,163361.0,-304275.0,46060.0,46721.0,2368.34
2023-11-06,704864.0,222223.0,-936047.0,-26370.0,-40670.0,2502.37
2023-11-07,413724.0,-382003.0,458951.0,-91883.0,22198.0,2443.96
2023-11-08,-13349.0,75722.0,-27880.0,-138541.0,-2640.0,2421.62
2023-11-09,278751.0,28360.0,-309689.0,-66664.0,20198.0,2427.08
2023-11-10,49716.0,-103817.0,27142.0,-75164.0,5027.0,2409.66
2023-11-13,13116.0,-7442.0,-23414.0,37279.0,-27512.0,2403.76
2023-11-14,-93798.0,626913.0,-543862.0,35545.0,24327.0,2433.25
2023-11-15,549533.0,1091554.0,-1615373.0,-47934.0,33571.0,2486.67
2023-11-16,455978.0,-62046.0,-392741.0,60384.0,187.0,2488.18
2023-11-17,-73047.0,-241222.0,292965.0,-19316.0,-37321.0,2469.85
2023-11-20,96940.0,437881.0,-539383.0,39971.0,9466.0,2491.2
2023-11-21,351523.0,110170.0,-438297.0,2599.0,6089.0,2510.42
2023-11-22,143641.0,-153081.0,-5789.0,-14891.0,-21130.0,2511.7
2023-11-23,119898.0,-81006.0,-57056.0,-61287.0,-9415.0,2514.96
2023-11-24,-212568.0,42590.0,152214.0,-36743.0,-14553.0,2496.63
2023-11-27,-107795.0,251989.0,-140968.0,-3054.0,-6080.0,2495.66
2023-11-28,-94127.0,573526.0,-482040.0,457.0,38554.0,2521.76
2023-11-29,80813.0,-138778.0,68607.0,51628.0,6571.0,2519.81
2023-11-30,122675.0,257207.0,-375435.0,1778.0,-8126.0,2535.29
2023-12-01,-177455.0,-414235.0,566471.0,-32095.0,-49336.0,2505.01
2023-12-04,259168.0,171080.0,-413363.0,9682.0,14745.0,2514.95
2023-12-05,29341.0,-176900.0,146569.0,95675.0,5376.0,2494.28
2023-12-06,-145076.0,240069.0,-95490.0,-30787.0,-2897.0,2495.38
2023-12-07,39877.0,-204926.0,151552.0,30629.0,-19526.0,2492.07
2023-12-08,201287.0,437503.0,-660050.0,83565.0,33775.0,2517.85
2023-12-11,4661.0,163273.0,-199531.0,27083.0,-23683.0,2525.36
2023-12-12,73026.0,593241.0,-689245.0,-55949.0,-16138.0,2535.27
2023-12-13,-131496.0,94826.0,-2710.0,57101.0,-26290.0,2510.66
2023-12-14,623419.0,706144.0,-1348254.0,159791.0,145557.0,2544.18
2023-12-15,848867.0,305106.0,-1145610.0,32437.0,56583.0,2563.56
2023-12-18,61947.0,-205247.0,141194.0,43159.0,17396.0,2566.86
2023-12-19,-91328.0,66909.0,30786.0,20169.0,-25045.0,2568.55
2023-12-20,473208.0,1154891.0,-1595224.0,9714.0,33337.0,2614.3
2023-12-21,11983.0,39701.0,-54513.0,-64994.0,-34618.0,2600.02
2023-12-22,-36738.0,238636.0,-205926.0,13270.0,-49298.0,2599.51
2023-12-26,78228.0,970167.0,-1052182.0,-28110.0,-799.0,2602.59
2023-12-27,226145.0,-440070.0,204317.0,-13529.0,-474.0,2613.5
2023-12-28,694837.0,660297.0,-1357079.0,29681.0,45360.0,2655.28
2024-01-02,226916.0,112165.0,-343870.0,-48757.0,-45652.0,2669.81
2024-01-03,-93578.0,-1222478.0,1314461.0,-23322.0,-82922.0,2607.31
2024-01-04,115092.0,-800059.0,669936.0,-51803.0,-101652.0,2587.02
2024-01-05,-43830.0,-572825.0,598806.0,-120252.0,-47365.0,2578.08
2024-01-08,173391.0,-437470.0,253003.0,-69842.0,-60225.0,2567.82
2024-01-09,68169.0,-64559.0,-7541.0,-123930.0,-30453.0,2561.24
2024-01-10,-21904.0,-141299.0,353716.0,-88601.0,-40310.0,2541.98
2024-01-11,2298299.0,-3029768.0,718112.0,-56891.0,92631.0,2540.27
2024-01-12,-214250.0,-193871.0,401723.0,-65732.0,-44027.0,2525.05
2024-01-15,-48326.0,86828.0,-47418.0,-75263.0,-38977.0,2525.99
2024-01-16,-179604.0,-403792.0,582862.0,-83151.0,-31179.0,2497.59
2024-01-17,-902307.0,-11238.0,850891.0,-81359.0,-26931.0,2435.9
2024-01-18,-131253.0,-18941.0,121314.0,-38692.0,11781.0,2440.04
2024-01-19,701520.0,-229395.0,-457867.0,-75359.0,-38035.0,2472.74
2024-01-22,295303.0,-38796.0,-243170.0,1845.0,20483.0,2464.35
2024-01-23,138295.0,205672.0,-359529.0,62363.0,9801.0,2478.61
2024-01-24,72739.0,-97731.0,92154.0,-6130.0,-30480.0,2469.69
2024-01-25,46659.0,197166.0,-248044.0,35308.0,2019.0,2470.34
2024-01-26,377873.0,6852.0,-391515.0,37544.0,36249.0,2478.56
2024-01-29,547671.0,214903.0,-726325.0,88986.0,70987.0,2500.65
2024-01-30,-13566.0,192951.0,-188796.0,59508.0,21540.0,2498.81
2024-01-31,86691.0,-3888.0,-81779.0,8363.0,-281.0,2497.09
2024-02-01,1039043.0,228640.0,-1210931.0,-44509.0,146513.0,2542.46
2024-02-02,1924659.0,647344.0,-2489627.0,132048.0,65645.0,2615.31
2024-02-05,179304.0,-724022.0,511243.0,123947.0,67433.0,2591.31
2024-02-06,332009.0,-229489.0,-129393.0,-53134.0,-58258.0,2576.2
2024-02-07,535963.0,626086.0,-1128918.0,-4489.0,-25330.0,2609.58
2024-02-08,405495.0,305031.0,-720216.0,56020.0,19340.0,2620.32
2024-02-13,948793.0,490264.0,-1404472.0,-90423.0,-110220.0,2649.64
2024-02-14,108757.0,-536223.0,409414.0,10496.0,-37645.0,2620.42
2024-02-15,-16200.0,-47731.0,33100.0,-16150.0,-32521.0,2613.8
2024-02-16,558200.0,270580.0,-841142.0,5759.0,14433.0,2648.76
2024-02-19,613875.0,443321.0,-1017462.0,92022.0,39642.0,2680.26
2024-02-20,108429.0,-344454.0,193243.0,4490.0,-52940.0,2657.79
2024-02-21,-65206.0,132278.0,-100487.0,50768.0,-23285.0,2653.31
2024-02-22,165718.0,74606.0,-274405.0,-48462.0,-15651.0,2664.27
2024-02-23,149374.0,-55478.0,-115108.0,4439.0,-11940.0,2667.7
2024-02-26,114728.0,-85936.0,-42307.0,-18714.0,-68806.0,2647.08
2024-02-27,34748.0,-50685.0,167023.0,38557.0,-39228.0,2625.05
2024-02-28,477456.0,38503.0,-570760.0,-1281.0,4945.0,2652.29
2024-02-29,176023.0,-513750.0,319235.0,16723.0,-37925.0,2642.36
2024-03-04,767107.0,44534.0,-632730.0,73932.0,11320.0,2674.27
2024-03-05,85517.0,-545147.0,398328.0,34085.0,-72998.0,2649.4
2024-03-06,-374875.0,-214058.0,535347.0,-24711.0,-51006.0,2641.49
2024-03-07,-325580.0,-23515.0,263225.0,-14116.0,-26515.0,2647.62
2024-03-08,178791.0,697787.0,-906542.0,-15235.0,-13319.0,2680.35
2024-03-11,-105287.0,-112459.0,180344.0,27597.0,-54255.0,2659.84
2024-03-12,-371913.0,505484.0,-178127.0,-23520.0,-48028.0,2681.81
2024-03-13,333847.0,-110254.0,-251718.0,48287.0,-176396.0,2693.57
2024-03-14,472248.0,186478.0,-838891.0,136617.0,-37065.0,2718.76
2024-03-15,-1032318.0,-60971.0,1019313.0,75833.0,-106124.0,2666.84
2024-03-18,-84700.0,225410.0,-186492.0,1395.0,-900.0,2685.84
2024-03-19,-238793.0,-701297.0,922636.0,18302.0,-35397.0,2656.17
2024-03-20,851618.0,586620.0,-1405421.0,10218.0,23927.0,2690.14
2024-03-21,1870646.0,1050627.0,-2914370.0,-15369.0,10203.0,2754.86
2024-03-22,665921.0,-162992.0,-530963.0,-17960.0,-72133.0,2748.56
2024-03-25,-42837.0,-290781.0,330584.0,10314.0,-79834.0,2737.57
2024-03-26,620794.0,482157.0,-1086066.0,-83113.0,-45569.0,2757.09
2024-03-27,292021.0,144832.0,-353809.0,85112.0,-68365.0,2755.11
2024-03-28,74388.0,-244942.0,64654.0,-671.0,-34140.0,2745.82
2024-03-29,782981.0,-286604.0,-488181.0,-77791.0,-82279.0,2746.63
2024-04-01,268286.0,24728.0,-314919.0,-4839.0,-43473.0,2747.86
2024-04-02,1006444.0,-348363.0,-627121.0,-116723.0,19968.0,2753.16
2024-04-03,3413.0,-674599.0,677666.0,56272.0,-99269.0,2706.97
2024-04-04,587525.0,-14666.0,-564019.0,-43560.0,-4016.0,2742.0
2024-04-05,-115361.0,-470202.0,613622.0,60407.0,-62187.0,2714.21
2024-04-08,206402.0,-112531.0,-93336.0,51209.0,35816.0,2717.65
2024-04-09,306915.0,-313183.0,-18279.0,-3594.0,16763.0,2705.16
2024-04-11,1062811.0,-1080261.0,31121.0,98875.0,104127.0,2706.96
2024-04-12,16642.0,-628448.0,590889.0,38902.0,-38180.0,2681.82
2024-04-15,-238737.0,-26671.0,244281.0,52469.0,-9752.0,2670.43
2024-04-16,-267775.0,-236385.0,494345.0,22980.0,-91530.0,2609.63
2024-04-17,-165070.0,-213859.0,360123.0,-39210.0,-26297.0,2584.18
2024-04-18,574232.0,24654.0,-604755.0,18850.0,44505.0,2634.7
2024-04-19,-343622.0,-667220.0,924518.0,65609.0,-7212.0,2591.86
2024-04-22,-749501.0,783550.0,-58290.0,147385.0,7751.0,2629.44
2024-04-23,-24721.0,86532.0,203894.0,36407.0,17372.0,2623.02
2024-04-24,489048.0,362319.0,-866210.0,56511.0,41659.0,2675.75
2024-04-25,-284452.0,-507126.0,836868.0,43689.0,-54408.0,2628.62
2024-04-26,470447.0,68384.0,-561532.0,68613.0,-31279.0,2656.33
2024-04-29,342249.0,330806.0,-692180.0,81079.0,24783.0,2687.44
2024-04-30,241205.0,283563.0,-529781.0,11679.0,59908.0,2692.06
2024-05-02,6349.0,-141786.0,145397.0,-2123.0,19372.0,2683.65
2024-05-03,89817.0,-6485.0,-118157.0,12630.0,-13838.0,2676.63
2024-05-07,1107283.0,774765.0,-1840381.0,-41011.0,-23928.0,2734.36
2024-05-08,399581.0,41134.0,-404374.0,-11754.0,3997.0,2745.05
2024-05-09,-354635.0,-69131.0,414035.0,-178896.0,68042.0,2712.14
2024-05-10,148201.0,355503.0,-488717.0,30362.0,-4277.0,2727.63
2024-05-13,17497.0,16990.0,-17575.0,-47682.0,-12863.0,2727.21
2024-05-14,80109.0,122644.0,-190808.0,-12775.0,10176.0,2730.34
2024-05-16,425869.0,593789.0,-964779.0,-68611.0,20139.0,2753.0
2024-05-17,-240947.0,-149626.0,719386.0,-85630.0,-6163.0,2724.62
2024-05-20,-16860.0,396663.0,-371969.0,-152220.0,50160.0,2742.14
2024-05-21,-105786.0,-327245.0,500155.0,-222972.0,-68434.0,2724.18
2024-05-22,296795.0,-33004.0,-264656.0,-82719.0,-9654.0,2723.46
2024-05-23,356730.0,-371056.0,-15925.0,-120027.0,-18518.0,2721.81
2024-05-24,-308016.0,-922092.0,1240624.0,19663.0,-56139.0,2687.6
2024-05-27,-141031.0,325928.0,-175991.0,-31889.0,24061.0,2722.99
2024-05-28,45321.0,119562.0,-153567.0,91413.0,-9950.0,2722.85
2024-05-29,-1022024.0,-258166.0,1272413.0,19496.0,-28667.0,2677.3
2024-05-30,-777612.0,-447740.0,1190685.0,-11311.0,-35263.0,2635.44
2024-05-31,-1339926.0,1065403.0,281198.0,35727.0,1846.0,2636.52
2024-06-03,182826.0,233850.0,-423021.0,-87898.0,14676.0,2682.52
2024-06-04,-203755.0,-316037.0,516732.0,-56760.0,-51293.0,2662.1
2024-06-05,590086.0,-259625.0,-330580.0,-28482.0,23426.0,2689.5
2024-06-07,287289.0,158197.0,-471534.0,-75792.0,7851.0,2722.67
2024-06-10,17915.0,-566989.0,556561.0,-42084.0,2816.0,2701.17
2024-06-11,-223452.0,-118424.0,343629.0,55170.0,6004.0,2705.32
2024-06-12,235948.0,9876.0,-242976.0,-39945.0,-31391.0,2728.17
2024-06-13,1538714.0,-105500.0,-1407227.0,145755.0,93869.0,2754.89
2024-06-14,729520.0,-467227.0,-213615.0,26248.0,-30297.0,2758.42
2024-06-17,-137360.0,-139841.0,313128.0,-104815.0,-38586.0,2744.1
2024-06-18,651083.0,-224025.0,-342793.0,-86674.0,-61083.0,2763.92
2024-06-19,273595.0,549329.0,-751003.0,-40868.0,-33537.0,2797.33
2024-06-20,494063.0,165376.0,-584548.0,-12058.0,-54302.0,2807.63
2024-06-21,-340324.0,-27986.0,379109.0,-55626.0,-20531.0,2784.26
2024-06-24,-528889.0,45731.0,467343.0,-40611.0,-18088.0,2764.73
2024-06-25,58999.0,243424.0,-297252.0,-69786.0,1105.0,2774.39
2024-06-26,433497.0,-304987.0,-155656.0,-57567.0,25278.0,2792.05
2024-06-27,515565.0,-771143.0,254733.0,-49150.0,-8277.0,2784.06
2024-06-28,29510.0,240486.0,-284727.0,-67354.0,-8249.0,2797.82
2024-07-01,-64175.0,54165.0,-7621.0,31781.0,-18725.0,2804.31
2024-07-02,-30116.0,-351312.0,393177.0,-2260.0,-59832.0,2780.86
2024-07-03,100727.0,180002.0,-260202.0,31642.0,15689.0,2794.01
2024-07-04,322010.0,1110553.0,-1416738.0,73083.0,-5162.0,2824.94
2024-07-05,1308637.0,1256019.0,-2514726.0,-9651.0,-7108.0,2862.23
